Image,PSNR,SSIM,MAE,MSE,Edge_Error,Edge_Preservation
001505,25.31500946560009,0.6847300433735521,0.03943094611167908,0.002941027283668518,0.06763152778148651,0.9323684573173523
001506,25.43380416200915,0.6661452171616815,0.038846950978040695,0.0028616702184081078,0.06679977476596832,0.9332002401351929
001507,26.871258740689285,0.7123359651345722,0.03232481703162193,0.0020552948117256165,0.060240551829338074,0.9397594332695007
001508,20.193718006455022,0.490432626878634,0.07201679795980453,0.0095637496560812,0.12057670205831528,0.8794233202934265
001509,18.531695245777005,0.5964937080313121,0.0881885513663292,0.014022662304341793,0.10895006358623505,0.8910499215126038
001510,18.754799275772662,0.6059589134719563,0.08605000376701355,0.013320486061275005,0.09764101356267929,0.9023590087890625
001511,18.454473878600577,0.5904931767421664,0.08904286473989487,0.014274227432906628,0.1046501100063324,0.8953498601913452
001512,21.5371276388699,0.22070998159884114,0.06520140171051025,0.007019193843007088,0.14108484983444214,0.8589151501655579
001513,24.764302142340817,0.7304864004447265,0.03959079086780548,0.0033386414870619774,0.05660736560821533,0.9433926343917847
001514,25.621717386576552,0.756839714041071,0.035274215042591095,0.00274049025028944,0.06048094108700752,0.9395190477371216
001515,25.565006723218474,0.753658377494812,0.03584017604589462,0.0027765105478465557,0.050640955567359924,0.9493590593338013
001516,21.778879169850004,0.7159917552072229,0.05824713036417961,0.006639143917709589,0.08730415999889374,0.9126958250999451
001517,26.5390770326165,0.6273977205312736,0.03481636196374893,0.002218667883425951,0.10651439428329468,0.8934856057167053
001518,27.214018471116926,0.7167937103816439,0.03196192532777786,0.0018993200501427054,0.10906955599784851,0.8909304141998291
001519,27.94288301057113,0.7481810076408044,0.029431965202093124,0.0016058748587965965,0.10391712933778763,0.896082878112793
001520,22.24544517095888,0.5531484254388241,0.058726243674755096,0.0059628719463944435,0.13004474341869354,0.8699552416801453
001521,24.530243830427352,0.6452468923874719,0.04312067851424217,0.003523510880768299,0.09653933346271515,0.903460681438446
001522,25.9342086565893,0.7026366439837315,0.03692016005516052,0.0025502287317067385,0.09151947498321533,0.9084805250167847
001523,25.760997369264487,0.6957305839184174,0.03726585954427719,0.002653995994478464,0.09412607550621033,0.9058738946914673
001524,27.143820187722042,0.8616262523811823,0.023006875067949295,0.0019302696455270052,0.03112465888261795,0.9688753485679626
001525,29.773785182550707,0.7319492922351751,0.020157724618911743,0.0010534683242440224,0.06278610974550247,0.9372138977050781
001526,27.915794275158696,0.6579632958021425,0.025159351527690887,0.0016159226652234793,0.06796763092279434,0.9320323467254639
001527,26.66554580002604,0.5840366284828011,0.030273914337158203,0.0021549907978624105,0.06993000954389572,0.9300699830055237
001528,20.887961337513005,0.43514444769256483,0.07039515674114227,0.008150868117809296,0.1435239315032959,0.8564760684967041
